Rank,Address,Address_Nametag,Quantity,Percentage,Value
"51","0xe2ff0a931f92198233c36501780d08d55dd9432f","","1,000,050.00155","0.1299%","$1,000,050.00"
"52","0x6b512698bf66c48b6620d8f6c053f2bcec09c56a","","1,000,000.200126","0.1299%","$1,000,000.20"
"53","0x16185b2ec2610244d4fb93b94940af87f24a3082","","1,000,000","0.1299%","$1,000,000.00"
"54","0x94db7d9010c49f622a7b4b380fe6121902bc10cb","","1,000,000","0.1299%","$1,000,000.00"
"55","0xe1056561d5faecbac2dc844e2b2098e7c7abf6ca","","999,999.84","0.1299%","$999,999.84"
"56","0x88a9dc27e90d5df14fc5e18915bf7e31f01cdddc","","999,950","0.1299%","$999,950.00"
"57","0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec","Bitfinex","964,883.306939","0.1253%","$964,883.31"
"58","0xfc25f0986d74c70aedb101dbd6e9db40f4be6719","","931,843.534014","0.1210%","$931,843.53"
"59","0xb090cdcc7b0dea3400487348bf7e2499f70e9231","","893,973.590621","0.1161%","$893,973.59"
"60","0xd3d877fc323de661ff9e1a38147a1ac679ce7c64","","888,660.823105","0.1154%","$888,660.82"
"61","0x11235534a66a33c366b84933d5202c841539d1c9","","886,902.483835","0.1152%","$886,902.48"
"62","0x7ef2d7b88d43f1831241f0dd63e0bdef048ba8ac","","874,319.405993","0.1136%","$874,319.41"
"63","0x4ccd010148379ea531d6c587cfdd60180196f9b1","","845,352.567242","0.1098%","$845,352.57"
"64","0x1a64febe2136ed818990ded357e09a0b4d8f8199","","840,904.120927","0.1092%","$840,904.12"
"65","0x4e0df69999d8a71d8da102fac9197c88ad18a7ad","","813,068.337551","0.1056%","$813,068.34"
"66","0xdfaa75323fb721e5f29d43859390f62cc4b600b8","","779,580.676128","0.1013%","$779,580.68"
"67","0xb05e5a8098974e79393ca0c6238dbaa48c6df58d","","778,278.863517","0.1011%","$778,278.86"
"68","0x16b69f67920bb13b1a01d2311ac2906f30d51ba5","","765,216.18","0.0994%","$765,216.18"
"69","0x3e37d580dab7b338af67b2f0e8dd30d33ce51fa9","","758,265","0.0985%","$758,265.00"
"70","0x9f34a5fe4846d89db84e30af799459a691834ca0","","757,741.68997","0.0984%","$757,741.69"
"71","0x9f0b55f1f661714585ce79ebade214a9d849175c","","734,454.981927","0.0954%","$734,454.98"
"72","0xf6a0e7587db4ca79e7d7f98fa0e58303282574b7","","709,142.135697","0.0921%","$709,142.14"
"73","0xc3eafcbd3fbcd393e3b80b3a87a8626a1934ba06","","700,322.037037","0.0910%","$700,322.04"
"74","0x5ca3898ea11cc798ee4084594c2403225d15cf88","","699,964.922503","0.0909%","$699,964.92"
"75","0xcfd2202cf4db7979c8af051bb0a84d07aeb17559","","685,066.91833","0.0890%","$685,066.92"
"76","0x02f5ac750c036ed87867a4f16f9ff635c6ceaf46","","674,347.799193","0.0876%","$674,347.80"
"77","0xc84f479bf220e38ba3bd0262049bad47aaa673ee","","672,038.538518","0.0873%","$672,038.54"
"78","0x768a2f08e7591c3e579d37ef1b063e33c30f07d7","","661,730.463262","0.0860%","$661,730.46"
"79","0x18e226459ccf0eec276514a4fd3b226d8961e4d1","","654,095.748818","0.0850%","$654,095.75"
"80","0x137bea96cb5e37a529f076a5e3ea2d03182df479","","649,999.99","0.0844%","$649,999.99"
"81","0xc2132d05d31c914a87c6611c10748aeb04b58e8f","Mapper: USDT Stablecoin","628,810.241321","0.0817%","$628,810.24"
"82","0x7002048c7044d5c4ecf8be925169d3853ed73a28","","627,969.412897","0.0816%","$627,969.41"
"83","0x5e95c52bdee775dff3722fc7b24cd1ab3f81aa12","","618,437.57371","0.0803%","$618,437.57"
"84","0x1b90aa1f1d75914654856a8470bd02e702069892","","585,710.433328","0.0761%","$585,710.43"
"85","0x11dbf181dd5c075c2abd92cb9579c4809406b5be","","582,073.744083","0.0756%","$582,073.74"
"86","0xa9bff538a906154c80a8dbccd229f3deddfa52d6","MAX Exchange","573,608.979705","0.0745%","$573,608.98"
"87","0x72f65f01bcdec3b5487a24ad23474908f17f28a1","","560,270.546845","0.0728%","$560,270.55"
"88","0x1a706eb4f22fdc03ee4624cf195cd9dabed2c264","","560,201.636012","0.0728%","$560,201.64"
"89","0x094b4cf43908f0adb3dbdb5025f52470aac3b160","","550,868.261388","0.0716%","$550,868.26"
"90","0x4097073e82edac2d758ecfd594139a891340d59d","","547,660.290035","0.0711%","$547,660.29"
"91","0xdbe4534bec60634d4378cdcc18c431c0aa4e8d8e","","544,995.010039","0.0708%","$544,995.01"
"92","0x709980a9f8bd19f08b905db0e0b7c9da96721377","","535,231.503362","0.0695%","$535,231.50"
"93","0x5276b086557a786d1ca8a73ae7197b2d588a57bc","","528,065.175528","0.0686%","$528,065.18"
"94","0x33016df701b323c33cc027146c6a9e0997b2a923","","527,723.976103","0.0685%","$527,723.98"
"95","0x1fdd4a27b776b561fbfd131012e887d8458618f0","","525,065.143216","0.0682%","$525,065.14"
"96","0x5d1a1a97cd8147f8f120c7babdaafd75cf8ca4b9","","520,723.551416","0.0676%","$520,723.55"
"97","0x8a4baa7c40d50804e8e6e6fd71e74e4365b19d13","","516,494.632756","0.0671%","$516,494.63"
"98","0xd12ba2a40289ed8728682447dc77d001f03675f9","","505,121.750502","0.0656%","$505,121.75"
"99","0x57477d7c9f55a4f71e98c9e04f657da893f362b3","","503,509.388054","0.0654%","$503,509.39"
"100","0x4449b44f849afcc3ae053b12d8522cf985b8f228","","500,913.494369","0.0651%","$500,913.49"
