Rank,Address,Address_Nametag,Quantity,Percentage,Value
"751","0xe66e7568acc702c1a7be93d13e89bb4df37c0dd7","","59,243.130089","0.0077%","$59,243.13"
"752","0x8811519bfd7f0af766cafc013677099d49fe6622","","59,238.70947","0.0077%","$59,238.71"
"753","0x139053d765006ac732a9779c7a720209bb7fe039","","59,173.620135","0.0077%","$59,173.62"
"754","0xa1052dc11a2ddf13e2b9d2f13558c13b0e6349f7","","59,010","0.0077%","$59,010.00"
"755","0x9b89fa2c47795fb7957e4dc4b0047a75f85abcea","","58,997.303745","0.0077%","$58,997.30"
"756","0xd98370ed60a62f7a03c55d9f87aa1fce5419db81","","58,980.309093","0.0077%","$58,980.31"
"757","0xf584f8728b874a6a5c7a8d4d387c9aae9172d621","","58,901.59","0.0077%","$58,901.59"
"758","0xd8f61ca59619db3177dea1e656eb04c78666a60b","","58,878.77","0.0076%","$58,878.77"
"759","0x919eca20d588837e6ad628fa4b7d1ede1834f46d","","58,816.358045","0.0076%","$58,816.36"
"760","0xbfa294431875618dfdff4307d94d2b124286784a","","58,712.016883","0.0076%","$58,712.02"
"761","0x81d8768c0073bc6b883c3fadd17062250c84d5e5","","58,672.79927","0.0076%","$58,672.80"
"762","0xf8989335e0e910f42a355564ee8a4f88a8d46556","","58,668.346344","0.0076%","$58,668.35"
"763","0xe4a5c806205ad882251720ddc9053397ad0513dd","","58,489.218073","0.0076%","$58,489.22"
"764","0x188ca01a9a7f117ba8f029f7bf726d83b5c53fc5","","58,483.170795","0.0076%","$58,483.17"
"765","0x8418653d4cc22c39f475b3dbeb94557aeef8de20","","58,478.36","0.0076%","$58,478.36"
"766","0xc5d760b2c0d1e4ac5c7fa3e4115653a64df99da8","","58,334.525731","0.0076%","$58,334.53"
"767","0xdeb56e6231d0077da6c3d61c27790a82f7456761","","58,318.314956","0.0076%","$58,318.31"
"768","0xbad9ada0e9633ed27fa183dbdeceef76712a6ee1","","58,210.564234","0.0076%","$58,210.56"
"769","0xeb233ab58375ff1553f674ab95959410cc4d38c9","","58,201","0.0076%","$58,201.00"
"770","0x4e371002ce0596156aad0b46efc6d87f5ab5a961","","58,158.473708","0.0076%","$58,158.47"
"771","0x71548170560a0d70baf1fd06d07c23a416bdcc00","","58,103.700895","0.0075%","$58,103.70"
"772","0xa51cf7ca46a4fdfcb2090847b01c7a7392f3b4cc","","57,874.01794","0.0075%","$57,874.02"
"773","0xe9a5e8e865e1540117aa536ade67709b66c070e2","","57,723.579064","0.0075%","$57,723.58"
"774","0xfd0405ab9fa83be4a27f03171cdd6102bab46c02","","57,437.236776","0.0075%","$57,437.24"
"775","0xc48a536e6b61eb0a2c83a929593f83ced937b480","","57,290.513691","0.0074%","$57,290.51"
"776","0x41b473accdaf34e960e7d049311871a121a79464","","57,270.999332","0.0074%","$57,271.00"
"777","0xa58996fac0c8fcacd57726d6fca45bc5de0bb68f","","57,268.743652","0.0074%","$57,268.74"
"778","0x2cab3defed9cc52827ecf37536a131c7da6cd5aa","ChangeNOW: Hot Wallet","57,152.610478","0.0074%","$57,152.61"
"779","0xabfedadf69f6b692f6c1a0fcb791866eebddc10e","","56,902.687638","0.0074%","$56,902.69"
"780","0x1a6f6af2864b1f059a2e070140e373d6e3aaa2a1","","56,834.564484","0.0074%","$56,834.56"
"781","0xa2b5604cff8f92dfa7d3c799fba030c6ea8fdfbb","","56,799","0.0074%","$56,799.00"
"782","0xf479baa3753f1cc2e468a055ba410c9ab6c3be05","","56,796.96056","0.0074%","$56,796.96"
"783","0x9cca049d0bb2cf8abc6f405ea14aada1c450f626","","56,765.539759","0.0074%","$56,765.54"
"784","0x47758f2c755286cb06f1002758d4393f6b105ce4","","56,736.892112","0.0074%","$56,736.89"
"785","0xc2b2e0a7714b80255b34f9320e49f26c69b7eefc","","56,727.8953","0.0074%","$56,727.90"
"786","0xfeb15912ee28433aa748b5669e58d455b4c231b3","","56,456.6689","0.0073%","$56,456.67"
"787","0x4418c48f6f0573df55b504a141f51e52264f5800","","56,451.53371","0.0073%","$56,451.53"
"788","0x343f9df59adee4270eb1a51740a78ebee9b3f047","","56,436.947163","0.0073%","$56,436.95"
"789","0x8d50fa8eadc7cff382fb5e82701bc9a097fdc273","","56,202.7802","0.0073%","$56,202.78"
"790","0x54a3c6cdd43b2d52156bd8aa3e340a1e055fc232","","56,060.273959","0.0073%","$56,060.27"
"791","0x7f13fa540727d6ae4e85fb5e2b51da3bb8a41ed6","","55,998.045814","0.0073%","$55,998.05"
"792","0x29b6e9abf51fc7d4581f6cbd1a9d5392fa7fa78f","","55,912.624399","0.0073%","$55,912.62"
"793","0xad3af6fcfbfa2ce3b9f3dbd4adcc4d8f9ab519ea","","55,740.700002","0.0072%","$55,740.70"
"794","0x0000008f4b77881820173f5f23cc38fcf3c32877","","55,632.636718","0.0072%","$55,632.64"
"795","0x7591e5283e7626cf209b534bd93f21a235f8dbaa","","55,609.1403","0.0072%","$55,609.14"
"796","0x06f522a84e0101545516b149ccc4e5561608da1d","","55,602.753354","0.0072%","$55,602.75"
"797","0xfb5bd30676c6c3b30e15c9b8a13f66ddf7902127","","55,597.687335","0.0072%","$55,597.69"
"798","0x521cf89cbf9adbb5da00cee362249622ca963d0b","","55,500","0.0072%","$55,500.00"
"799","0xfadb1e5913c439e5bde92826a5b820475f58d24c","","55,467.802939","0.0072%","$55,467.80"
"800","0x35ac13efaab970f32269b61e4704f4377ce7a0ad","","55,406.672294","0.0072%","$55,406.67"
