Rank,Address,Address_Nametag,Quantity,Percentage,Value
"601","0x2b64bb6e21f484ce22c4835ef1c385b2199fd4c3","","76,342.311977","0.0099%","$76,342.31"
"602","0x10afa41650743b32974ea581343001b673b8a337","","76,090.268789","0.0099%","$76,090.27"
"603","0x0de2195fd16fde677c8791d302edbf8e5cb92b8b","","75,805.733363","0.0098%","$75,805.73"
"604","0xbda152022011072266b0ed535e281efdb0892f7a","","75,029.939668","0.0097%","$75,029.94"
"605","0x909df918f2ab25261eeae874180071e2cb89d50e","","75,018.0003","0.0097%","$75,018.00"
"606","0x837503e8a8753ae17fb8c8151b8e6f586defcb57","","74,711.943981","0.0097%","$74,711.94"
"607","0xe0c2482736eb94166ae96e76ae164e6fb885c8af","","74,692.493563","0.0097%","$74,692.49"
"608","0xcb39c5b0db9c5b6bd1d9273dccc2f98f532a8bc6","Coinbase 6","74,488.418882","0.0097%","$74,488.42"
"609","0x7da0a7ce31f89b353e51985cf77388b29574e278","","74,401.401849","0.0097%","$74,401.40"
"610","0x589d69ab242e0ef1711c1d013b5cda8755ba2dd2","","74,365.005","0.0097%","$74,365.01"
"611","0x8c73c74b268bca88fc2ad43c68dddad48ad55279","","74,321.149295","0.0097%","$74,321.15"
"612","0x4d8336bda6c11bd2a805c291ec719baedd10acb9","Coinbase 5","73,963.234373","0.0096%","$73,963.23"
"613","0xc070a61d043189d99bbf4baa58226bf0991c7b11","Coinbase 4","73,934.510853","0.0096%","$73,934.51"
"614","0x760dce7ea6e8ba224bffbeb8a7ff4dd1ef122bff","Coinbase 8","73,920.67641","0.0096%","$73,920.68"
"615","0x2a410f11a6f520398447bf423dcedd25dfd3a568","","73,920.438024","0.0096%","$73,920.44"
"616","0xcc0e164eed894c034118d1c3fa887ada4f4d9983","","73,762.368029","0.0096%","$73,762.37"
"617","0x320a50f32fb9e20fe113573031132c89835e496c","","73,580.626648","0.0096%","$73,580.63"
"618","0xfeb38eb8858cec4088418e5d44ca7b667193e46f","","73,518.998562","0.0095%","$73,519.00"
"619","0xe490d7d36eb87313e91d54ef789336aa24142d01","","73,328.26972","0.0095%","$73,328.27"
"620","0xce2e66e74382c93b9a0ad71a730f7e4aa090faca","","73,288.407721","0.0095%","$73,288.41"
"621","0x38f87e378084ccbef0c22724c5202ea90a9f0034","","73,171.288696","0.0095%","$73,171.29"
"622","0xa1b89695a95e130a6b6533807b625accea5adc14","","73,150.01","0.0095%","$73,150.01"
"623","0xec5af40f15974f0f3396a7baa1ade056207edcfd","","73,000.0148","0.0095%","$73,000.01"
"624","0xc56ddb5c93b8e92b9409dce43a9169aa643495b8","","72,928.48017","0.0095%","$72,928.48"
"625","0x25788bb463a102ca5540b85f0c10a9c16592c28d","","72,773.78793","0.0095%","$72,773.79"
"626","0x7bcb3a1c55bb2337e943494e521fa008533c5a01","","72,746.21585","0.0094%","$72,746.22"
"627","0x87ae481967e7a5d05d0e98062a32fb13a158db55","","72,387.000224","0.0094%","$72,387.00"
"628","0x71c5ce9df27ea2cef83bef4f4c241eaf6ccfc621","","72,336.660733","0.0094%","$72,336.66"
"629","0xbdd4f832658c9e941d93a0921d22f3c3eb8da8d6","","72,319.964932","0.0094%","$72,319.96"
"630","0xc095706cb214d6fda0c9d3422bb326e69e6a4131","","72,227.648689","0.0094%","$72,227.65"
"631","0xd0cabbde57c9762434637f8261471d135b137aae","","72,149.125722","0.0094%","$72,149.13"
"632","0x78b54cd10a1182d73605b0e2beb35c65c9d839c3","","72,133.15965","0.0094%","$72,133.16"
"633","0x420c49ccbe8834881c263df4e105a19eea03dc2d","","72,107.524096","0.0094%","$72,107.52"
"634","0x29e943ff0e16427bd6548834dc299f0aa7eaf2f1","","71,730.644778","0.0093%","$71,730.64"
"635","0x0cccba318bbf8983968f786d661b8b319700ab24","","71,615.745156","0.0093%","$71,615.75"
"636","0x12a61a85361d4a5c94437945486957733ef08ae8","","71,570.370351","0.0093%","$71,570.37"
"637","0xd98f6a07f29940845b65664074cd4f535a1cf9a7","","71,427.163701","0.0093%","$71,427.16"
"638","0xd38cf87f114f2a0582c329fb9df4f7044ce71330","","71,371.867273","0.0093%","$71,371.87"
"639","0x12b7eb8754c5961e582e1da03703a64c8aa065a0","","71,256.50989","0.0093%","$71,256.51"
"640","0xf9e782702e97793be1119e99120f266b5d47bcf6","","70,910.03188","0.0092%","$70,910.03"
"641","0xc6b5669f9237c39db255f9861749254b7874a8fa","","70,889.21","0.0092%","$70,889.21"
"642","0xb89ab7d975d6720cd03f97d0e888f683c356ad00","","70,874.985198","0.0092%","$70,874.99"
"643","0x9120ae392ee54af1cf9504b48ac23633d38510be","","70,775.718059","0.0092%","$70,775.72"
"644","0x4b6d1b2df40de2201c358a91c61acb0c8cefaa65","","70,733.295","0.0092%","$70,733.30"
"645","0x8a756fc1ab0cc140fd07213168fe0a753d4ee33f","","70,684.276602","0.0092%","$70,684.28"
"646","0xaddacb6862b8df2f0e78304ff48f2fcaa42677b3","","70,636.188079","0.0092%","$70,636.19"
"647","0x849a02be4c2ec8bbd06052c5a0cd51147994ad96","","70,477.19251","0.0092%","$70,477.19"
"648","0xe86533c33ece879ff4b502db0c08ddeb5b28f507","","70,425.855139","0.0091%","$70,425.86"
"649","0xd4425cb353efdfd4b59760a05ecc69a28817727c","","70,147.7503","0.0091%","$70,147.75"
"650","0x72c3cf71b3bd821ce00a07128f55da61f3e6ee83","","70,029.0029","0.0091%","$70,029.00"
