Rank,Address,Address_Nametag,Quantity,Percentage,Value
"851","0x5fa2805e99f398894737703f7eee499550dde20d","","51,053.688904","0.0066%","$51,053.69"
"852","0xc7668eb70671e5b35516e78ce2a8f37ce0d9e5c9","","51,044.219011","0.0066%","$51,044.22"
"853","0xa6c98e3bfc95873e3a00f17ebf44600cf305203c","","50,970.072496","0.0066%","$50,970.07"
"854","0x988180e8688608372d90d1f933535f7c71cccf01","","50,910.640193","0.0066%","$50,910.64"
"855","0x23c2d0c598ecfbb2550023351ba08733d0c4babf","","50,811.454175","0.0066%","$50,811.45"
"856","0x939b1a727dc16f0bb953da3675c7d1b093e140f3","","50,693.413333","0.0066%","$50,693.41"
"857","0x2ccf8c9268545f71133964575a3679c2dbe66da1","","50,501.174082","0.0066%","$50,501.17"
"858","0xb9b63ea9929c9b6752bd6930b2ea70c75d745498","","50,484.41","0.0066%","$50,484.41"
"859","0x03ba854bafc8ad509d6cd9dce0d8e52e1fbaa436","","50,375.702214","0.0065%","$50,375.70"
"860","0x3cedca57a24dba759360941c9ae4e3f3fc40f6a2","","50,338.036213","0.0065%","$50,338.04"
"861","0x24926f0d7f20cb8a3ef2ff0b2ed4c5578c12655b","","50,305.571163","0.0065%","$50,305.57"
"862","0x6f0a5cf9d0fc0eb45b66cf3f5088bc4798b8cb88","","50,224.01123","0.0065%","$50,224.01"
"863","0xf96414793c3198f44b3f6fb8a31114cf6173df48","","50,189.681508","0.0065%","$50,189.68"
"864","0x37b9ac06c83fc490648650b14293286f468d2c82","","50,187.237757","0.0065%","$50,187.24"
"865","0x007386f3590e2d1c7f95b05995a75267216feb23","","50,126.159391","0.0065%","$50,126.16"
"866","0x791d16abb3ea01a69b88056b74a3a163e4af5874","","50,086.676163","0.0065%","$50,086.68"
"867","0x93a0a6678956cbfda9459b5b924e92bae95857ec","","50,080","0.0065%","$50,080.00"
"868","0xfad8ecb8e1521f2fa8f21455992909593e796283","","50,009.9","0.0065%","$50,009.90"
"869","0x99abb01630eb3fbd4f827d2ad6ef6685f6c8765f","","50,001.034778","0.0065%","$50,001.03"
"870","0x1659d2f993b963a546122c2d90e2cce6f97a5926","","50,000.8002","0.0065%","$50,000.80"
"871","0xf05bf3908751a162de63a56df79155bbd08f1033","","50,000.700962","0.0065%","$50,000.70"
"872","0x2ab0e9e4ee70fff1fb9d67031e44f6410170d00e","XEN Crypto: mXEN Token","50,000.59","0.0065%","$50,000.59"
"873","0xd6c23dc2adb5e441518104f66715670093f9637a","","50,000.348588","0.0065%","$50,000.35"
"874","0x407833a57f28561df8eff35154182c18d6cb7f74","","50,000.229205","0.0065%","$50,000.23"
"875","0x35ed700e8376b24dd516aa2edddf59e461de85aa","","50,000.068608","0.0065%","$50,000.07"
"876","0x5060794c28ae339d03b0c682d1c26e0de6943e0e","","50,000","0.0065%","$50,000.00"
"877","0x5fd620cd1e6f3d4cd108fc619023c4e472889293","","50,000","0.0065%","$50,000.00"
"878","0x64be3fabe44017831de063ab0b273a4521d4e13d","","50,000","0.0065%","$50,000.00"
"879","0x657e06f7b73d0d99ac94d5fe7fbe399345d62d52","","50,000","0.0065%","$50,000.00"
"880","0x6a458713c33acce577ad0bd712971b9896b596f4","","50,000","0.0065%","$50,000.00"
"881","0x834736316adbd5b7c5d656da9d2ee6c6932541c2","","50,000","0.0065%","$50,000.00"
"882","0x867a9775c24478a5b71845a21a15865397e7401a","","50,000","0.0065%","$50,000.00"
"883","0x98d110b3d9f299983016d312714ecd7293d70a6b","","50,000","0.0065%","$50,000.00"
"884","0xceea18e489a7fd4dec17493a092f028da3358051","","50,000","0.0065%","$50,000.00"
"885","0xd485ba0ccb7edb702e91fb8210d295edd67899a3","","50,000","0.0065%","$50,000.00"
"886","0xae0d76827adaa364f9041ab0fe8fa2de91eda0c0","","49,999.954","0.0065%","$49,999.95"
"887","0xb1eb7d3018cc3b671a2b75b56a9d53b2610d753e","","49,999.93989","0.0065%","$49,999.94"
"888","0xb0e62712d08d246c03ef19076dfba56c355b4022","","49,999.211542","0.0065%","$49,999.21"
"889","0x70379435c2ce013e2e438422ec8efdc6f0187b00","","49,995","0.0065%","$49,995.00"
"890","0xa1d833bcb44a879e4de7a8a0d479b44b9fd26c85","Coins.p","49,991.186444","0.0065%","$49,991.19"
"891","0x4fcf22f6e72973875d19aec6956c83503447aef9","","49,918.830009","0.0065%","$49,918.83"
"892","0x98a78ea3c7a8c8602513e4f96cd1ae0b6364f4a3","","49,883","0.0065%","$49,883.00"
"893","0xbd5613a2a9e262a759113b08091579885b57f457","","49,841.315884","0.0065%","$49,841.32"
"894","0x2d790b454d491e0f53f7a066f151f47bd7c6d0b3","","49,820.823453","0.0065%","$49,820.82"
"895","0x9597be183ea077c7124ec8f2fb71e00fd6fa3a61","","49,711.170948","0.0065%","$49,711.17"
"896","0x2342b0a4d4b88580faaef598e8bee04903f3f37f","","49,512.8416","0.0064%","$49,512.84"
"897","0x245bd63e96986b48da98badf3262a6e4db2768bd","","49,503.77552","0.0064%","$49,503.78"
"898","0xb0071c7c0f1cb45b947562048efa9a9505511d73","","49,500.946932","0.0064%","$49,500.95"
"899","0x7dd7c2e8b4ac777cc32ca931f1b3cdd08d63cee3","","49,472.510758","0.0064%","$49,472.51"
"900","0xda7eeb4049da84596937127855b50271ad1687e7","Rhino.fi: Cross-Swap wallet","49,468.636338","0.0064%","$49,468.64"
